"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","orl7",,,,"User:","root"
"Cmdline:","dstat --time -v --net --output html.20190805-144620/dstat.csv 1 900",,,,"Date:","05 Aug 2019 14:46:20 CST"
"system","procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,"net/total",
05-08 14:56:45,3,0,1,140681216,771756032,3215360,835584000,0,0,0,0,2033,324,84.906,4.403,10.692,0,0,3317,68456
05-08 14:56:46,2,0,1,140636160,771186688,3215360,836182016,0,0,0,0,2111,342,85.030,4.790,10.180,0,0,3317,68459
05-08 14:56:47,1,0,0,140582912,770551808,3215360,836853760,0,0,0,0,2119,283,85.380,4.094,10.526,0,0,0,0
05-08 14:56:48,2,0,1,140922880,769658880,3215360,837394432,0,0,0,0,2082,324,84.706,4.118,11.176,0,0,3353,68674
05-08 14:56:49,2,0,1,140718080,769114112,3215360,838115328,0,0,0,0,2270,362,82.162,3.243,14.595,0,0,3425,68893
05-08 14:56:50,2,0,1,140713984,768479232,3215360,838737920,0,0,0,0,2093,324,81.967,2.732,15.301,0,0,0,0
05-08 14:56:52,3,0,1,140603392,767909888,3215360,839401472,0,0,0,3948544,2138,367,76.596,4.255,19.149,0,0,3209,69594
05-08 14:56:52,1,0,0,140791808,767176704,3215360,839933952,0,0,0,13893632,2192,331,81.768,3.867,14.365,0,0,3425,69009
05-08 14:56:53,2,0,1,140734464,766541824,3215360,840605696,0,0,0,2026496,2068,355,77.596,3.279,19.126,0,0,0,0
05-08 14:56:54,2,0,1,140574720,766005248,3215360,841285632,0,0,0,0,2173,380,76.344,3.226,20.430,0,0,3425,69615
05-08 14:56:55,3,0,1,140623872,765333504,3215360,841891840,0,0,0,0,2124,347,76.882,3.226,19.892,0,0,3371,69510
05-08 14:56:56,2,0,1,140713984,764563456,3215360,842547200,0,0,0,0,2061,350,76.243,3.315,20.442,0,0,0,0
05-08 14:56:57,4,0,0,140754944,763899904,3215360,843161600,0,0,0,0,2054,369,77.011,3.448,19.540,0,0,3425,69671
05-08 14:56:58,2,0,1,140832768,763158528,3215360,843792384,0,0,0,0,2098,346,80.925,4.046,15.029,0,0,3425,69728
05-08 14:56:59,2,0,1,140754944,762523648,3215360,844488704,0,0,0,0,2069,341,76.882,3.226,19.892,0,0,0,0
05-08 14:57:00,2,0,1,140693504,761860096,3215360,845201408,0,0,0,0,1853,398,83.221,6.711,10.067,0,0,3479,69997
05-08 14:57:01,4,0,1,140746752,761323520,3215360,845668352,0,0,0,0,1739,323,80.952,5.442,13.605,0,0,3533,70216
05-08 14:57:02,2,0,0,140742656,760655872,3215360,846323712,0,0,0,0,2062,286,81.564,3.352,15.084,0,0,0,0
05-08 14:57:03,2,0,1,140845056,759922688,3215360,846938112,0,0,0,0,2163,337,80.874,3.825,15.301,0,0,3479,70323
05-08 14:57:04,3,0,1,140730368,759414784,3215360,847552512,0,0,0,0,2109,339,80.814,4.070,15.116,0,0,3425,70434
05-08 14:57:06,4,0,1,140595200,758878208,3215360,848199680,0,0,0,0,2014,338,78.889,2.778,18.333,0,0,0,0
05-08 14:57:06,3,0,1,140615680,758145024,3215360,848900096,0,0,0,0,2063,338,79.769,4.046,16.185,0,0,3479,70757
05-08 14:57:07,2,0,0,140578816,757567488,3215360,849485824,0,0,0,0,2179,362,79.032,3.226,17.742,0,0,3425,70652
05-08 14:57:08,2,0,1,140677120,756805632,3215360,850141184,0,0,0,0,2035,332,78.652,3.933,17.416,0,0,0,0
05-08 14:57:09,2,0,1,140771328,756039680,3215360,850788352,0,0,0,0,2053,351,77.297,3.784,18.919,0,0,3371,71137
05-08 14:57:10,4,0,1,139620352,898375680,3215360,713031680,0,0,0,0,2051,377,75.676,4.324,20,0,0,3731,71372
05-08 14:57:11,2,0,1,139624448,948301824,3215360,664489984,0,0,0,0,1977,297,77.966,1.695,20.339,0,0,1008,990
05-08 14:57:12,2,0,0,139689984,948236288,3215360,664489984,0,0,0,0,2008,196,79.570,0.538,19.892,0,0,3533,71320
05-08 14:57:13,2,0,1,139689984,948236288,3215360,664489984,0,0,0,0,1935,192,82.022,0,17.978,0,0,3317,71521
05-08 14:57:14,1,0,1,139624448,948301824,3215360,664489984,0,0,0,0,1938,169,79.255,0.532,20.213,0,0,0,0
05-08 14:57:15,2,0,1,139722752,948203520,3215360,664489984,0,0,0,0,1984,195,80.791,0.565,18.644,0,0,3533,71570
05-08 14:57:16,2,0,1,139624448,948301824,3215360,664489984,0,0,0,0,1916,223,80.226,0.565,19.209,0,0,3425,71519
05-08 14:57:17,2,0,0,139624448,948301824,3215360,664489984,0,0,0,0,1914,149,83.234,0.599,16.168,0,0,0,0
05-08 14:57:18,0,0,1,139558912,948367360,3215360,664489984,0,0,0,0,1994,185,81.667,0.556,17.778,0,0,3479,71788
05-08 14:57:19,1,0,1,139657216,948269056,3215360,664489984,0,0,0,0,2022,205,82.514,0.546,16.940,0,0,3479,72169
05-08 14:57:21,2,0,1,139657216,948269056,3215360,664489984,0,0,0,0,2042,192,80.645,0,19.355,0,0,0,0
05-08 14:57:21,2,0,1,139558912,948367360,3215360,664489984,0,0,0,0,1986,219,80.769,0,19.231,0,0,3317,72326
05-08 14:57:22,3,0,0,139755520,948170752,3215360,664489984,0,0,0,3584,1988,194,81.461,1.124,17.416,0,0,3533,72433
05-08 14:57:24,4,0,1,139689984,948236288,3215360,664489984,0,0,0,0,1835,172,81.437,0,18.563,0,0,0,0
05-08 14:57:24,2,0,1,139591680,948334592,3215360,664489984,0,0,0,0,1816,184,82.716,1.235,16.049,0,0,3587,72647
05-08 14:57:26,5,0,1,139689984,948236288,3215360,664489984,0,0,0,0,1884,165,80.702,0.585,18.713,0,0,3533,66822
05-08 14:57:26,2,0,1,139722752,948203520,3215360,664489984,0,0,0,0,1953,175,82.941,1.176,15.882,0,0,54,6044
05-08 14:57:27,2,0,0,139624448,948301824,3215360,664489984,0,0,0,0,2026,174,82.955,0.568,16.477,0,0,3515,72869
05-08 14:57:28,1,0,1,139526144,948400128,3215360,664489984,0,0,0,0,2047,186,82.778,0.556,16.667,0,0,3533,73034
05-08 14:57:29,2,0,1,139526144,948400128,3215360,664489984,0,0,0,0,2024,173,83.333,0,16.667,0,0,0,0
05-08 14:57:30,1,0,1,139616256,948301824,3215360,664498176,0,0,0,0,2043,204,81.215,1.105,17.680,0,0,3587,73461
05-08 14:57:31,3,0,1,139550720,948367360,3215360,664498176,0,0,0,0,2027,196,79.670,1.099,19.231,0,0,3587,73302
05-08 14:57:32,2,0,0,139517952,948400128,3215360,664498176,0,0,0,122880,1980,158,80.769,0.549,18.681,0,0,0,0
05-08 14:57:33,2,0,1,139681792,948236288,3215360,664498176,0,0,0,0,2063,194,82.320,0.552,17.127,0,0,3533,73576
05-08 14:57:34,2,0,1,139583488,948334592,3215360,664498176,0,0,0,0,2061,198,78.836,1.058,20.106,0,0,3587,73633
05-08 14:57:35,0,0,1,139583488,948334592,3215360,664498176,0,0,0,0,1913,166,80.447,0,19.553,0,0,0,0
05-08 14:57:36,0,0,1,139681792,948236288,3215360,664498176,0,0,0,0,2018,223,79.144,1.070,19.786,0,0,3587,73790
05-08 14:57:37,2,0,0,139583488,948334592,3215360,664498176,0,0,0,0,2006,220,78.610,0.535,20.856,0,0,3371,74441
05-08 14:57:38,2,0,1,139583488,948334592,3215360,664498176,0,0,0,0,1945,175,80.435,0.543,19.022,0,0,0,0
05-08 14:57:39,2,0,1,139714560,948203520,3215360,664498176,0,0,0,0,1990,210,78.889,0.556,20.556,0,0,3587,74332
05-08 14:57:40,2,0,1,139608064,948301824,3215360,664506368,0,0,0,0,1955,206,78.571,1.099,20.330,0,0,3587,74659
05-08 14:57:41,2,0,1,139608064,948301824,3215360,664506368,0,0,0,0,1950,186,81.609,0.575,17.816,0,0,90,54
05-08 14:57:42,1,0,0,139509760,948400128,3215360,664506368,0,0,0,0,2013,178,80.663,1.105,18.232,0,0,3695,74552
05-08 14:57:43,2,0,1,139640832,948269056,3215360,664506368,0,0,0,0,1935,195,82.081,0.578,17.341,0,0,3479,74609
05-08 14:57:44,1,0,1,139640832,948269056,3215360,664506368,0,0,0,0,2006,158,81.522,0,18.478,0,0,0,0
05-08 14:57:45,2,0,1,139542528,948367360,3215360,664506368,0,0,0,0,2008,207,81.421,1.093,17.486,0,0,3587,74820
05-08 14:57:46,2,0,1,139640832,948269056,3215360,664506368,0,0,0,0,2035,217,80.220,1.099,18.681,0,0,3695,75147
05-08 14:57:47,2,0,0,139640832,948269056,3215360,664506368,0,0,0,0,1973,152,81.111,0.556,18.333,0,0,0,0
05-08 14:57:48,2,0,1,139542528,948367360,3215360,664506368,0,0,0,0,1997,205,80,0.541,19.459,0,0,3785,75308
05-08 14:57:49,2,0,1,139640832,948269056,3215360,664506368,0,0,0,0,2033,204,79.570,1.075,19.355,0,0,3641,75361
05-08 14:57:50,2,0,1,139632640,948269056,3215360,664514560,0,0,0,0,1935,188,80,0,20,0,0,0,0
05-08 14:57:51,2,0,1,139534336,948367360,3215360,664514560,0,0,0,0,1972,203,78.571,1.099,20.330,0,0,3641,75618
05-08 14:57:52,1,0,0,139730944,948170752,3215360,664514560,0,0,0,34816,2005,210,79.570,1.075,19.355,0,0,3695,75837
05-08 14:57:53,2,0,1,139665408,948236288,3215360,664514560,0,0,0,0,1930,192,79.558,0.552,19.890,0,0,0,0
05-08 14:57:54,2,0,1,139567104,948334592,3215360,664514560,0,0,0,0,1936,190,80.233,1.163,18.605,0,0,3587,76164
05-08 14:57:55,2,0,1,139665408,948236288,3215360,664514560,0,0,0,0,2040,202,80.645,0.538,18.817,0,0,3695,76113
05-08 14:57:56,1,0,1,139665408,948236288,3215360,664514560,0,0,0,0,2012,173,80.874,0.546,18.579,0,0,0,0
05-08 14:57:57,2,0,0,139567104,948334592,3215360,664514560,0,0,0,0,1483,145,56.216,0,43.784,0,0,3695,76220
05-08 14:57:58,2,0,1,139665408,948236288,3215360,664514560,0,0,0,0,2097,185,82.353,1.070,16.578,0,0,3587,76219
05-08 14:57:59,2,0,1,139665408,948236288,3215360,664514560,0,0,0,0,2004,169,81.564,0.559,17.877,0,0,0,0
05-08 14:58:00,2,0,1,139628544,948174848,3215360,664612864,0,0,0,0,1988,293,84.756,1.829,13.415,0,0,3695,76704
05-08 14:58:01,1,0,1,139628544,948174848,3215360,664612864,0,0,0,0,1818,149,87.179,0.641,12.179,0,0,0,0
05-08 14:58:02,2,0,0,139726848,948076544,3215360,664612864,0,0,0,0,2146,171,83.516,1.099,15.385,0,0,3857,77081
05-08 14:58:03,1,0,1,139788288,948015104,3215360,664612864,0,0,0,0,2087,176,84.659,0.568,14.773,0,0,3533,76706
05-08 14:58:04,1,0,1,139788288,948015104,3215360,664612864,0,0,0,0,2015,161,81.319,0.549,18.132,0,0,0,0
05-08 14:58:05,2,0,1,139689984,948113408,3215360,664612864,0,0,0,0,1956,197,83.237,0.578,16.185,0,0,3695,77407
05-08 14:58:06,2,0,1,139788288,948015104,3215360,664612864,0,0,0,0,2054,213,83.626,1.170,15.205,0,0,3749,77194
05-08 14:58:07,2,0,0,139788288,948015104,3215360,664612864,0,0,0,0,2015,146,82.162,0,17.838,0,0,0,0
05-08 14:58:08,3,0,1,139689984,948113408,3215360,664612864,0,0,0,0,1985,193,81.461,0.562,17.978,0,0,3641,77297
05-08 14:58:09,2,0,1,139788288,948015104,3215360,664612864,0,0,0,0,2005,197,80.978,0.543,18.478,0,0,3749,77570
05-08 14:58:10,1,0,1,139780096,948015104,3215360,664621056,0,0,0,122880,1951,177,81.215,0.552,18.232,0,0,0,0
05-08 14:58:11,1,0,1,139681792,948113408,3215360,664621056,0,0,0,0,2099,203,81.768,1.105,17.127,0,0,3803,77790
05-08 14:58:12,2,0,0,139812864,947982336,3215360,664621056,0,0,0,0,1919,172,81.098,0.610,18.293,0,0,3749,77847
05-08 14:58:13,2,0,1,139812864,947982336,3215360,664621056,0,0,0,0,2183,151,84.615,0.549,14.835,0,0,0,0
05-08 14:58:14,0,0,1,139714560,948080640,3215360,664621056,0,0,0,0,2021,194,80.435,1.087,18.478,0,0,3749,78062
05-08 14:58:15,2,0,1,139812864,947982336,3215360,664621056,0,0,0,0,2087,205,81.421,0.546,18.033,0,0,3695,78065
05-08 14:58:16,2,0,1,139812864,947982336,3215360,664621056,0,0,0,0,2066,191,80.541,0.541,18.919,0,0,0,0
05-08 14:58:17,2,0,0,139714560,948080640,3215360,664621056,0,0,0,0,1968,194,78.261,1.630,20.109,0,0,3749,78388
05-08 14:58:18,3,0,1,139845632,947949568,3215360,664621056,0,0,0,0,2086,206,79.787,0.532,19.681,0,0,3641,78445
05-08 14:58:19,1,0,1,139845632,947949568,3215360,664621056,0,0,0,0,2020,185,78.191,0.532,21.277,0,0,0,0
05-08 14:58:20,1,0,1,139739136,948047872,3215360,664629248,0,0,0,0,2060,218,78.804,1.087,20.109,0,0,3803,78714
05-08 14:58:21,2,0,1,139837440,947949568,3215360,664629248,0,0,0,0,2010,231,79.255,0,20.745,0,0,3911,79041
05-08 14:58:22,1,0,0,139837440,947949568,3215360,664629248,0,0,0,0,1947,177,76.344,0.538,23.118,0,0,0,0
05-08 14:58:23,1,0,1,139739136,948047872,3215360,664629248,0,0,0,1024,2054,221,79.121,0.549,20.330,0,0,3749,79036
05-08 14:58:24,1,0,1,139837440,947949568,3215360,664629248,0,0,0,0,1610,155,61.140,1.036,37.824,0,0,3587,79366
05-08 14:58:25,2,0,1,139837440,947949568,3215360,664629248,0,0,0,0,1986,189,80.769,0,19.231,0,0,0,0
05-08 14:58:26,1,0,1,139739136,948047872,3215360,664629248,0,0,0,0,2033,208,81.006,1.117,17.877,0,0,3803,79577
05-08 14:58:27,3,0,0,139837440,947949568,3215360,664629248,0,0,0,0,2047,189,80.319,0.532,19.149,0,0,4001,79688
05-08 14:58:28,2,0,1,139837440,947949568,3215360,664629248,0,0,0,0,1948,159,81.006,0.559,18.436,0,0,0,0
05-08 14:58:29,2,0,1,139739136,948047872,3215360,664629248,0,0,0,0,2032,185,81.111,1.111,17.778,0,0,3749,79795
05-08 14:58:30,2,0,1,139870208,947916800,3215360,664629248,0,0,0,0,2128,231,81.921,1.130,16.949,0,0,3749,79852
05-08 14:58:31,2,0,1,139870208,947916800,3215360,664629248,0,0,0,0,1994,171,82.682,0,17.318,0,0,0,0
05-08 14:58:32,2,0,0,139771904,948015104,3215360,664629248,0,0,0,0,1999,175,80.663,1.105,18.232,0,0,3695,80063
05-08 14:58:34,2,0,1,139673600,948113408,3215360,664629248,0,0,0,0,1995,210,78.689,0.546,20.765,0,0,3857,80336
05-08 14:58:34,1,0,1,139673600,948113408,3215360,664629248,0,0,0,0,1991,173,81.215,0.552,18.232,0,0,0,0
05-08 14:58:35,2,0,1,139771904,948015104,3215360,664629248,0,0,0,0,2037,202,80.226,0.565,19.209,0,0,3695,81037
05-08 14:58:36,2,0,1,139546624,948240384,3215360,664629248,0,0,0,0,2023,221,81.921,1.695,16.384,0,0,3749,80608
05-08 14:58:37,2,0,0,139546624,948240384,3215360,664629248,0,0,0,0,1979,152,82.123,0,17.877,0,0,0,0
05-08 14:58:38,2,0,1,139677696,948109312,3215360,664629248,0,0,0,0,2051,191,80.541,1.081,18.378,0,0,3803,80549
05-08 14:58:39,2,0,1,139579392,948207616,3215360,664629248,0,0,0,0,1971,202,82.738,0.595,16.667,0,0,3695,80876
05-08 14:58:40,3,0,1,139698176,948080640,3215360,664637440,0,0,0,0,1872,151,83.951,0,16.049,0,0,0,0
05-08 14:58:41,2,0,1,139763712,948015104,3215360,664637440,0,0,0,0,2066,212,84.659,1.136,14.205,0,0,3947,81141
05-08 14:58:42,2,0,0,139665408,948113408,3215360,664637440,0,0,0,0,1962,175,83.908,1.149,14.943,0,0,3857,81090
05-08 14:58:43,2,0,1,139665408,948113408,3215360,664637440,0,0,0,0,1987,168,81.319,0,18.681,0,0,0,0
05-08 14:58:44,2,0,1,139796480,947982336,3215360,664637440,0,0,0,0,2063,177,84.091,0.568,15.341,0,0,3803,81355
05-08 14:58:45,2,0,1,139698176,948080640,3215360,664637440,0,0,0,0,2078,189,82.778,1.111,16.111,0,0,3911,81412
05-08 14:58:46,2,0,1,139698176,948080640,3215360,664637440,0,0,0,0,1987,183,82.857,0.571,16.571,0,0,0,0
05-08 14:58:48,2,0,0,139829248,947949568,3215360,664637440,0,0,0,0,2063,188,81.421,1.093,17.486,0,0,4019,81843
05-08 14:58:48,1,0,1,139730944,948047872,3215360,664637440,0,0,0,0,1906,184,82.738,0.595,16.667,0,0,3947,81792
05-08 14:58:49,2,0,1,139730944,948047872,3215360,664637440,0,0,0,0,1921,157,83.333,0.595,16.071,0,0,0,0
05-08 14:58:50,2,0,1,139821056,947949568,3215360,664645632,0,0,0,24576,1991,203,83.908,1.149,14.943,0,0,3911,82061
05-08 14:58:51,2,0,1,139689984,948080640,3215360,664645632,0,0,0,0,1931,173,86.061,0.606,13.333,0,0,3911,82068
05-08 14:58:52,2,0,0,139689984,948080640,3215360,664645632,0,0,0,0,1028,112,86.022,1.075,12.903,0,0,0,0
05-08 14:58:53,2,0,1,139689984,948080640,3215360,664645632,0,0,0,1024,1218,116,86.538,0,13.462,0,0,0,0
05-08 14:58:54,2,0,1,139788288,947982336,3215360,664645632,0,0,0,0,1769,140,90.714,0.714,8.571,0,0,3911,82332
05-08 14:58:56,2,0,1,139689984,948080640,3215360,664645632,0,0,0,0,1808,145,90.210,1.399,8.392,0,0,3965,82712
05-08 14:58:56,2,0,1,139689984,948080640,3215360,664645632,0,0,0,0,1868,124,93.243,0,6.757,0,0,0,0
05-08 14:58:57,2,0,0,139788288,947982336,3215360,664645632,0,0,0,0,1692,144,91.045,0.746,8.209,0,0,3857,82597
05-08 14:58:58,1,0,1,139689984,948080640,3215360,664645632,0,0,0,0,1868,116,90.476,1.361,8.163,0,0,4019,82923
05-08 14:58:59,2,0,1,139689984,948080640,3215360,664645632,0,0,0,0,1657,100,93.893,0.763,5.344,0,0,0,0
05-08 14:59:00,2,0,1,139816960,947855360,3215360,664743936,0,0,0,0,1358,214,92.784,4.124,3.093,0,0,4073,83190
05-08 14:59:01,3,0,1,139849728,947822592,3215360,664743936,0,0,0,0,1279,105,92.233,0.971,6.796,0,0,0,0
05-08 14:59:02,2,0,0,139849728,947822592,3215360,664743936,0,0,0,0,1908,86,95.890,0,4.110,0,0,0,0
05-08 14:59:04,3,0,1,139718656,947953664,3215360,664743936,0,0,0,0,1841,126,93.007,0.699,6.294,0,0,4019,83555
05-08 14:59:04,2,0,1,139816960,947855360,3215360,664743936,0,0,0,0,2144,120,95.706,0.613,3.681,0,0,4073,83773
05-08 14:59:05,2,0,1,139816960,947855360,3215360,664743936,0,0,0,0,2193,102,95.833,0.595,3.571,0,0,0,0
05-08 14:59:06,2,0,1,139718656,947953664,3215360,664743936,0,0,0,0,2256,160,93.258,0.562,6.180,0,0,3965,83824
05-08 14:59:07,2,0,0,139718656,947953664,3215360,664743936,0,0,0,0,2089,95,94.152,0,5.848,0,0,0,0
05-08 14:59:09,3,0,1,139816960,947855360,3215360,664743936,0,0,0,0,2074,128,90.419,1.198,8.383,0,0,3911,83924
05-08 14:59:09,2,0,1,139816960,947855360,3215360,664743936,0,0,0,0,1675,92,95.200,0,4.800,0,0,54,54
05-08 14:59:10,2,0,1,139677696,947986432,3215360,664752128,0,0,0,0,2069,137,95.425,1.307,3.268,0,0,4019,84512
05-08 14:59:11,2,0,1,139808768,947855360,3215360,664752128,0,0,0,0,2138,143,93.252,0.613,6.135,0,0,4127,84460
05-08 14:59:12,2,0,0,139808768,947855360,3215360,664752128,0,0,0,0,2154,101,92.308,0.592,7.101,0,0,0,0
05-08 14:59:13,2,0,1,139710464,947953664,3215360,664752128,0,0,0,0,2182,135,93.642,0,6.358,0,0,4019,84511
05-08 14:59:14,3,0,1,139710464,947953664,3215360,664752128,0,0,0,0,2084,133,93.125,1.250,5.625,0,0,3371,74014
05-08 14:59:15,2,0,1,139808768,947855360,3215360,664752128,0,0,0,0,2229,130,93.220,0,6.780,0,0,540,10659
05-08 14:59:16,2,0,1,139710464,947953664,3215360,664752128,0,0,0,0,1818,161,92.254,1.408,6.338,0,0,4073,84832
05-08 14:59:17,2,0,0,139677696,947986432,3215360,664752128,0,0,0,0,2210,97,93.989,0,6.011,0,0,54,54
05-08 14:59:18,2,0,1,139649024,948015104,3215360,664752128,0,0,0,0,2251,150,91.061,0.559,8.380,0,0,3965,85042
05-08 14:59:19,2,0,1,139714560,947949568,3215360,664752128,0,0,0,0,1944,122,88.679,0.629,10.692,0,0,0,0
05-08 14:59:20,2,0,1,139608064,948047872,3215360,664760320,0,0,0,0,2022,164,89.506,1.235,9.259,0,0,4019,85094
05-08 14:59:21,2,0,1,139706368,947949568,3215360,664760320,0,0,0,0,2274,162,91.379,0.575,8.046,0,0,4073,85258
05-08 14:59:22,2,0,0,139706368,947949568,3215360,664760320,0,0,0,0,2117,112,90.286,0.571,9.143,0,0,0,0
05-08 14:59:23,2,0,1,139575296,948080640,3215360,664760320,0,0,0,1024,2009,168,90.323,0.645,9.032,0,0,4127,85579
05-08 14:59:24,3,0,1,139706368,947949568,3215360,664760320,0,0,0,0,2037,155,88.166,1.183,10.651,0,0,4073,85746
05-08 14:59:25,2,0,1,139706368,947949568,3215360,664760320,0,0,0,0,2174,125,91.620,0,8.380,0,0,0,0
05-08 14:59:26,2,0,1,139608064,948047872,3215360,664760320,0,0,0,0,1865,166,86.624,0.637,12.739,0,0,4073,85902
05-08 14:59:27,2,0,0,139706368,947949568,3215360,664760320,0,0,0,0,2095,162,87.500,0.568,11.932,0,0,4001,86013
05-08 14:59:28,2,0,1,139673600,947982336,3215360,664760320,0,0,0,0,2066,134,87.709,0.559,11.732,0,0,54,54
05-08 14:59:30,2,0,1,139575296,948080640,3215360,664760320,0,0,0,0,1905,155,86.957,1.242,11.801,0,0,4127,86716
05-08 14:59:30,2,0,1,139575296,948080640,3215360,664760320,0,0,0,0,1081,94,83.168,0,16.832,0,0,0,0
05-08 14:59:31,2,0,1,139575296,948080640,3215360,664760320,0,0,0,114688,1858,117,92.958,0,7.042,0,0,0,0
05-08 14:59:32,2,0,0,139575296,948080640,3215360,664760320,0,0,0,0,1996,114,89.634,0.610,9.756,0,0,0,0
05-08 14:59:33,2,0,1,139575296,948080640,3215360,664760320,0,0,0,0,2145,115,92.857,0,7.143,0,0,0,0
05-08 14:59:34,2,0,1,139575296,948080640,3215360,664760320,0,0,0,0,2057,112,90.625,0.625,8.750,0,0,0,0
05-08 14:59:35,2,0,1,139608064,948047872,3215360,664760320,0,0,0,0,2093,195,89.873,0.633,9.494,0,0,8092,173698
05-08 14:59:36,2,0,1,139608064,948047872,3215360,664760320,0,0,0,0,1954,130,91.724,0.690,7.586,0,0,0,0
05-08 14:59:37,2,0,0,139608064,948047872,3215360,664760320,0,0,0,0,1879,108,90.968,0,9.032,0,0,0,0
05-08 14:59:38,2,0,1,139608064,948047872,3215360,664760320,0,0,0,0,2222,162,93.529,1.176,5.294,0,0,8254,174432
05-08 14:59:39,2,0,1,139608064,948047872,3215360,664760320,0,0,0,0,2006,148,90.303,0.606,9.091,0,0,0,0
05-08 14:59:40,2,0,1,139599872,948047872,3215360,664768512,0,0,0,0,1802,117,92.254,0,7.746,0,0,0,0
05-08 14:59:41,2,0,1,139599872,948047872,3215360,664768512,0,0,0,0,2009,140,90.062,0.621,9.317,0,0,90,54
05-08 14:59:42,2,0,0,139567104,948080640,3215360,664768512,0,0,0,0,1270,124,89.899,2.020,8.081,0,0,8092,175538
05-08 14:59:43,1,0,1,139567104,948080640,3215360,664768512,0,0,0,0,1670,86,95.312,0,4.688,0,0,108,54
05-08 14:59:44,2,0,1,139567104,948080640,3215360,664768512,0,0,0,0,2061,112,91.176,0.588,8.235,0,0,0,0
05-08 14:59:45,2,0,1,139567104,948080640,3215360,664768512,0,0,0,0,2242,106,95.429,0,4.571,0,0,0,0
05-08 14:59:46,2,0,1,139599872,948047872,3215360,664768512,0,0,0,0,2048,183,89.873,1.899,8.228,0,0,8092,176150
05-08 14:59:47,2,0,0,139636736,948129792,3215360,664768512,0,0,0,0,2109,122,91.329,0,8.671,0,0,0,0
05-08 14:59:48,2,0,1,139636736,948129792,3215360,664768512,0,0,0,0,2226,119,91.525,0.565,7.910,0,0,90,54
05-08 14:59:49,2,0,1,139509760,948256768,3215360,664768512,0,0,0,0,2180,167,91.011,0.562,8.427,0,0,8038,176834
05-08 14:59:50,2,0,1,139501568,948256768,3215360,664776704,0,0,0,0,2221,141,90.659,0.549,8.791,0,0,0,0
05-08 14:59:51,2,0,1,139501568,948256768,3215360,664776704,0,0,0,0,2083,149,87.079,0.562,12.360,0,0,0,0
05-08 14:59:52,2,0,0,139501568,948256768,3215360,664776704,0,0,0,0,2287,186,85.561,1.070,13.369,0,0,8308,177362
05-08 14:59:53,1,0,2,139501568,948256768,3215360,664776704,0,0,0,1024,1919,156,85.714,0.595,13.690,0,0,0,0
05-08 14:59:54,2,0,1,139501568,948256768,3215360,664776704,0,0,0,0,1866,131,84.868,0,15.132,0,0,0,0
05-08 14:59:56,2,0,1,139534336,948224000,3215360,664776704,0,0,0,0,1551,157,85.039,1.575,13.386,0,0,8146,178450
05-08 14:59:56,2,0,1,139501568,948256768,3215360,664776704,0,0,0,0,1589,120,92.308,0.769,6.923,0,0,108,792
05-08 14:59:57,2,0,0,139501568,948256768,3215360,664776704,0,0,0,0,2142,124,89.773,0.568,9.659,0,0,0,0
05-08 14:59:58,2,0,1,139501568,948256768,3215360,664776704,0,0,0,0,2018,121,90.741,0,9.259,0,0,0,0
05-08 14:59:59,1,0,1,139468800,948289536,3215360,664776704,0,0,0,0,1854,154,89.437,2.113,8.451,0,0,8254,179976
05-08 15:00:00,2,0,1,139497472,948162560,3215360,664875008,0,0,0,0,936,134,85.897,3.846,10.256,0,0,0,0
05-08 15:00:01,3,0,2,139759616,947900416,3215360,664875008,0,0,0,0,1282,120,90.741,0.926,8.333,0,0,0,0
05-08 15:00:02,3,0,6,139878400,947781632,3215360,664875008,0,0,0,0,2033,382,89.809,4.459,5.732,0,0,0,0
05-08 15:00:03,3,0,1,139911168,947748864,3215360,664875008,0,0,0,0,2215,154,94.048,0.595,5.357,0,0,8146,179574
05-08 15:00:04,2,0,1,139911168,947748864,3215360,664875008,0,0,0,0,1925,114,90.385,0.641,8.974,0,0,0,0
05-08 15:00:05,2,0,1,139911168,947748864,3215360,664875008,0,0,0,0,2181,112,94.706,0,5.294,0,0,0,0
05-08 15:00:06,2,0,1,140009472,947650560,3215360,664875008,0,0,0,0,1831,154,91.837,0.680,7.483,0,0,4019,90694
05-08 15:00:07,2,0,0,140009472,947650560,3215360,664875008,0,0,0,0,1801,102,92.754,0.725,6.522,0,0,0,0
05-08 15:00:08,2,0,1,139911168,947748864,3215360,664875008,0,0,0,0,2086,134,93.711,0.629,5.660,0,0,4397,90745
05-08 15:00:09,2,0,1,139976704,947683328,3215360,664875008,0,0,0,0,2085,162,91.124,0.592,8.284,0,0,4235,90423
05-08 15:00:10,2,0,1,139968512,947683328,3215360,664883200,0,0,0,122880,2106,117,94.152,0,5.848,0,0,0,0
05-08 15:00:11,2,0,1,139870208,947781632,3215360,664883200,0,0,0,0,2004,164,90.184,1.227,8.589,0,0,4181,90583
05-08 15:00:12,1,0,0,139870208,947781632,3215360,664883200,0,0,0,0,2032,108,91.716,0,8.284,0,0,54,54
05-08 15:00:13,1,0,1,139935744,947716096,3215360,664883200,0,0,0,0,2128,148,92.121,1.212,6.667,0,0,4343,91010
